start_bp	end_bp	ancID	childID
73944051	74284030	1	18949
74284030	75251046	2	18949
75251046	78406883	1	18949
78406883	79835254	2	18949
79835254	81311215	1	18949
81311215	81913339	2	18949
81913339	82577314	1	18949
82577314	85228330	2	18949
85228330	86657472	1	18949
86657472	88541525	2	18949
88541525	89474588	1	18949
89474588	89655819	2	18949
89655819	90367268	1	18949
90367268	94163273	2	18949
94163273	94964204	1	18949
94964204	95312454	2	18949
95312454	97391853	1	18949
97391853	97394110	2	18949
97394110	98861655	1	18949
98861655	100000001	2	18949
0	684743	1	3859
684743	5288216	2	3859
5288216	12659426	1	3859
12659426	16062658	2	3859
16062658	16631333	1	3859
16631333	17592246	2	3859
17592246	18279544	1	3859
18279544	22354126	2	3859
22354126	22942738	1	3859
22942738	25402382	2	3859
25402382	25856784	1	3859
25856784	27192639	2	3859
27192639	33132965	1	3859
33132965	34910728	2	3859
34910728	36462243	1	3859
36462243	37386752	2	3859
37386752	37709595	1	3859
37709595	38553894	2	3859
38553894	38834100	1	3859
38834100	40747461	2	3859
40747461	40786885	1	3859
40786885	44670110	2	3859
44670110	46231917	1	3859
46231917	46367465	2	3859
46367465	48630525	1	3859
48630525	49285973	2	3859
49285973	56017829	1	3859
56017829	57481800	2	3859
57481800	57842654	1	3859
57842654	59340239	2	3859
59340239	60442632	1	3859
60442632	61040732	2	3859
61040732	68027275	1	3859
68027275	69868490	2	3859
69868490	70589609	1	3859
70589609	71701302	2	3859
71701302	71772897	1	3859
71772897	72414012	2	3859
72414012	73051974	1	3859
73051974	75327641	2	3859
75327641	77505415	1	3859
77505415	77756901	2	3859
77756901	83760904	1	3859
83760904	84951475	2	3859
84951475	88433278	1	3859
88433278	88929323	2	3859
88929323	91389121	1	3859
91389121	95918657	2	3859
95918657	100000001	1	3859
0	878175	1	12948
878175	2782147	2	12948
2782147	3825273	1	12948
3825273	6436568	2	12948
6436568	10057912	1	12948
10057912	13454284	2	12948
13454284	13564581	1	12948
13564581	14849950	2	12948
14849950	14882958	1	12948
14882958	15343210	2	12948
15343210	15959880	1	12948
15959880	18894008	2	12948
18894008	21420534	1	12948
21420534	21607382	2	12948
21607382	24204009	1	12948
24204009	24595730	2	12948
24595730	27745517	1	12948
27745517	27937918	2	12948
27937918	30467950	1	12948
30467950	33992440	2	12948
33992440	34078536	1	12948
34078536	34581650	2	12948
34581650	54859981	1	12948
54859981	55330699	2	12948
55330699	55708118	1	12948
55708118	57401966	2	12948
57401966	57675842	1	12948
57675842	59647331	2	12948
59647331	60846313	1	12948
60846313	61992542	2	12948
61992542	62433328	1	12948
62433328	62520858	2	12948
62520858	62806724	1	12948
62806724	66994588	2	12948
66994588	74750169	1	12948
74750169	78682116	2	12948
78682116	82312831	1	12948
82312831	83998853	2	12948
83998853	84131686	1	12948
84131686	84585659	2	12948
84585659	91252214	1	12948
91252214	91787296	2	12948
91787296	95919824	1	12948
95919824	96770088	2	12948
96770088	97210098	1	12948
97210098	99135657	2	12948
99135657	99522303	1	12948
99522303	100000001	2	12948
0	657505	1	11007
657505	4231204	2	11007
4231204	6578588	1	11007
6578588	6892861	2	11007
6892861	9132450	1	11007
9132450	13478562	2	11007
13478562	14920128	1	11007
14920128	14924330	2	11007
14924330	16305960	1	11007
16305960	16641570	2	11007
16641570	21123387	1	11007
21123387	29959790	2	11007
29959790	35820276	1	11007
35820276	36191519	2	11007
36191519	37831058	1	11007
37831058	38069216	2	11007
38069216	38810595	1	11007
38810595	39761274	2	11007
39761274	41043432	1	11007
41043432	46888503	2	11007
46888503	54752118	1	11007
54752118	56842441	2	11007
56842441	57497205	1	11007
57497205	59379414	2	11007
59379414	60633422	1	11007
60633422	60645655	2	11007
60645655	61521179	1	11007
61521179	63598760	2	11007
63598760	63705247	1	11007
63705247	66931812	2	11007
66931812	67370134	1	11007
67370134	67803234	2	11007
67803234	69205660	1	11007
69205660	69240442	2	11007
69240442	70438791	1	11007
70438791	72637727	2	11007
72637727	72809985	1	11007
72809985	73270544	2	11007
73270544	73467690	1	11007
73467690	75218285	2	11007
75218285	75505057	1	11007
75505057	76279442	2	11007
76279442	78067204	1	11007
78067204	80245390	2	11007
80245390	80303809	1	11007
80303809	81206917	2	11007
81206917	82093135	1	11007
82093135	85065478	2	11007
85065478	85641798	1	11007
85641798	87749534	2	11007
87749534	90590919	1	11007
90590919	94675126	2	11007
94675126	94697537	1	11007
94697537	95510028	2	11007
95510028	96673106	1	11007
96673106	97703914	2	11007
97703914	98707324	1	11007
98707324	99248128	2	11007
99248128	99909670	1	11007
99909670	100000001	2	11007
0	2207136	1	19921
2207136	2537507	2	19921
2537507	9325764	1	19921
9325764	13829950	2	19921
13829950	15101187	1	19921
15101187	19177678	2	19921
19177678	19589556	1	19921
19589556	20986295	2	19921
20986295	23606211	1	19921
23606211	24022300	2	19921
24022300	24996318	1	19921
24996318	26719564	2	19921
26719564	27333825	1	19921
27333825	29474759	2	19921
29474759	30761358	1	19921
30761358	32679569	2	19921
32679569	36077261	1	19921
36077261	39389516	2	19921
39389516	41213333	1	19921
41213333	41679865	2	19921
41679865	52805876	1	19921
52805876	54047776	2	19921
54047776	59792620	1	19921
59792620	61092770	2	19921
61092770	64033919	1	19921
64033919	65045323	2	19921
65045323	71761991	1	19921
71761991	73111959	2	19921
73111959	74126829	1	19921
74126829	74626246	2	19921
74626246	74728955	1	19921
74728955	76935526	2	19921
76935526	77273873	1	19921
77273873	79246922	2	19921
79246922	79504900	1	19921
79504900	79527926	2	19921
79527926	79643972	1	19921
79643972	82654635	2	19921
82654635	82952117	1	19921
82952117	87200155	2	19921
87200155	88605175	1	19921
88605175	89814969	2	19921
89814969	90097144	1	19921
90097144	91572572	2	19921
91572572	100000001	1	19921
0	124150	1	17469
124150	1383432	2	17469
1383432	20750913	1	17469
20750913	22491483	2	17469
22491483	27491213	1	17469
27491213	27804994	2	17469
27804994	27880833	1	17469
27880833	28514097	2	17469
28514097	32331291	1	17469
32331291	33424839	2	17469
33424839	34566588	1	17469
34566588	37264950	2	17469
37264950	40922447	1	17469
40922447	41272504	2	17469
41272504	45577836	1	17469
45577836	46997872	2	17469
46997872	52347491	1	17469
52347491	53607825	2	17469
53607825	56012570	1	17469
56012570	58475550	2	17469
58475550	61322442	1	17469
61322442	62573266	2	17469
62573266	66845594	1	17469
66845594	68387863	2	17469
68387863	69247999	1	17469
69247999	70881558	2	17469
70881558	71368252	1	17469
71368252	71536513	2	17469
71536513	74266326	1	17469
74266326	77253152	2	17469
77253152	77646332	1	17469
77646332	78015531	2	17469
78015531	83378894	1	17469
83378894	90466038	2	17469
90466038	95614421	1	17469
95614421	96290403	2	17469
96290403	97378812	1	17469
97378812	98543028	2	17469
98543028	100000001	1	17469
0	12659426	1	8104
12659426	16062658	2	8104
16062658	16631333	1	8104
16631333	17592246	2	8104
17592246	18279544	1	8104
18279544	22354126	2	8104
22354126	22942738	1	8104
22942738	27938655	2	8104
27938655	33525678	1	8104
33525678	37566300	2	8104
37566300	40922447	1	8104
40922447	41694118	2	8104
41694118	53815828	1	8104
53815828	55852359	2	8104
55852359	56102900	1	8104
56102900	57371032	2	8104
57371032	61781830	1	8104
61781830	62040797	2	8104
62040797	62843970	1	8104
62843970	63552773	2	8104
63552773	63654920	1	8104
63654920	66372748	2	8104
66372748	72192399	1	8104
72192399	73198388	2	8104
73198388	73728715	1	8104
73728715	73733265	2	8104
73733265	74393336	1	8104
74393336	74508716	2	8104
74508716	77765908	1	8104
77765908	78600025	2	8104
78600025	79219460	1	8104
79219460	87033095	2	8104
87033095	88547485	1	8104
88547485	90391809	2	8104
90391809	92845341	1	8104
92845341	98321925	2	8104
98321925	98342896	1	8104
98342896	98657751	2	8104
98657751	99611379	1	8104
99611379	100000001	2	8104
0	10472	2	3100
10472	335486	1	3100
335486	2938641	2	3100
2938641	3069752	1	3100
3069752	3576105	2	3100
3576105	4187436	1	3100
4187436	5904676	2	3100
5904676	8367071	1	3100
8367071	10276492	2	3100
10276492	14511760	1	3100
14511760	15379152	2	3100
15379152	16663808	1	3100
16663808	17755803	2	3100
17755803	33702257	1	3100
33702257	34990651	2	3100
34990651	35894101	1	3100
35894101	41224032	2	3100
41224032	45407538	1	3100
45407538	47214251	2	3100
47214251	51989431	1	3100
51989431	54909783	2	3100
54909783	58303178	1	3100
58303178	61549448	2	3100
61549448	62855316	1	3100
62855316	68465779	2	3100
68465779	75255034	1	3100
75255034	75448817	2	3100
75448817	75492869	1	3100
75492869	77013662	2	3100
77013662	87488827	1	3100
87488827	92654864	2	3100
92654864	92812151	1	3100
92812151	94109390	2	3100
94109390	95038999	1	3100
95038999	97904373	2	3100
97904373	97953252	1	3100
97953252	100000001	2	3100
0	3435960	1	11888
3435960	3584209	2	11888
3584209	4073899	1	11888
4073899	6080766	2	11888
6080766	7285079	1	11888
7285079	7989318	2	11888
7989318	8084228	1	11888
8084228	8218464	2	11888
8218464	9006623	1	11888
9006623	9447605	2	11888
9447605	9521295	1	11888
9521295	10285013	2	11888
10285013	13131434	1	11888
13131434	14195788	2	11888
14195788	29123427	1	11888
29123427	30010025	2	11888
30010025	34030465	1	11888
34030465	35107747	2	11888
35107747	38075986	1	11888
38075986	39225692	2	11888
39225692	42055146	1	11888
42055146	42889839	2	11888
42889839	54173257	1	11888
54173257	55617132	2	11888
55617132	55680746	1	11888
55680746	56929942	2	11888
56929942	62420863	1	11888
62420863	63897969	2	11888
63897969	67131059	1	11888
67131059	70092092	2	11888
70092092	70218983	1	11888
70218983	72658843	2	11888
72658843	75643981	1	11888
75643981	76092725	2	11888
76092725	76237645	1	11888
76237645	78365585	2	11888
78365585	81467781	1	11888
81467781	83959826	2	11888
83959826	95151329	1	11888
95151329	100000001	2	11888
0	4849238	2	2145
4849238	6010300	1	2145
6010300	7778618	2	2145
7778618	10349137	1	2145
10349137	12905279	2	2145
12905279	14506585	1	2145
14506585	21325121	2	2145
21325121	22283672	1	2145
22283672	22769251	2	2145
22769251	23771264	1	2145
23771264	24541504	2	2145
24541504	25153265	1	2145
25153265	25666005	2	2145
25666005	32113641	1	2145
32113641	33809384	2	2145
33809384	34325715	1	2145
34325715	35127968	2	2145
35127968	38057733	1	2145
38057733	39459964	2	2145
39459964	58793853	1	2145
58793853	59141783	2	2145
59141783	61067253	1	2145
61067253	61138565	2	2145
61138565	61191386	1	2145
61191386	63338904	2	2145
63338904	63997956	1	2145
63997956	64653750	2	2145
64653750	66283762	1	2145
66283762	66826854	2	2145
66826854	82952117	1	2145
82952117	83098153	2	2145
83098153	83410651	1	2145
83410651	83648301	2	2145
83648301	84822254	1	2145
84822254	86297534	2	2145
86297534	89610291	1	2145
89610291	91719103	2	2145
91719103	92102425	1	2145
92102425	92671486	2	2145
92671486	93449683	1	2145
93449683	95394633	2	2145
95394633	95534221	1	2145
95534221	96671621	2	2145
96671621	97932787	1	2145
97932787	99431388	2	2145
99431388	100000001	1	2145
0	1976824	1	5777
1976824	5488981	2	5777
5488981	5713068	1	5777
5713068	11617375	2	5777
11617375	14921561	1	5777
14921561	15253004	2	5777
15253004	19531640	1	5777
19531640	19786230	2	5777
19786230	19794476	1	5777
19794476	20092192	2	5777
20092192	24180519	1	5777
24180519	27262283	2	5777
27262283	27523338	1	5777
27523338	27912631	2	5777
27912631	30512440	1	5777
30512440	32348908	2	5777
32348908	33135083	1	5777
33135083	34567698	2	5777
34567698	37446306	1	5777
37446306	39034435	2	5777
39034435	60745986	1	5777
60745986	62767500	2	5777
62767500	71003952	1	5777
71003952	71066350	2	5777
71066350	73845650	1	5777
73845650	74334456	2	5777
74334456	77976588	1	5777
77976588	78762645	2	5777
78762645	80676347	1	5777
80676347	86235972	2	5777
86235972	88377718	1	5777
88377718	89241974	2	5777
89241974	94646928	1	5777
94646928	95105794	2	5777
95105794	99057016	1	5777
99057016	100000001	2	5777
0	2207136	1	1443
2207136	2537507	2	1443
2537507	11028892	1	1443
11028892	13499988	2	1443
13499988	15181481	1	1443
15181481	20216059	2	1443
20216059	25650057	1	1443
25650057	25659240	2	1443
25659240	27801823	1	1443
27801823	28062367	2	1443
28062367	36173402	1	1443
36173402	39761274	2	1443
39761274	40879352	1	1443
40879352	42492474	2	1443
42492474	43740561	1	1443
43740561	43957393	2	1443
43957393	59545863	1	1443
59545863	62726192	2	1443
62726192	65144507	1	1443
65144507	65976917	2	1443
65976917	74251425	1	1443
74251425	75385903	2	1443
75385903	77357485	1	1443
77357485	79177492	2	1443
79177492	79526042	1	1443
79526042	79638704	2	1443
79638704	79639114	1	1443
79639114	79987363	2	1443
79987363	81703239	1	1443
81703239	82507850	2	1443
82507850	85515641	1	1443
85515641	85838019	2	1443
85838019	87743521	1	1443
87743521	89051540	2	1443
89051540	91335967	1	1443
91335967	91990417	2	1443
91990417	95529815	1	1443
95529815	97422945	2	1443
97422945	100000001	1	1443
0	757363	1	8218
757363	900155	2	8218
900155	1288856	1	8218
1288856	2974565	2	8218
2974565	5369282	1	8218
5369282	5609531	2	8218
5609531	6248323	1	8218
6248323	7554279	2	8218
7554279	12461064	1	8218
12461064	17922839	2	8218
17922839	22218945	1	8218
22218945	22471863	2	8218
22471863	32716393	1	8218
32716393	33193571	2	8218
33193571	34526706	1	8218
34526706	35078589	2	8218
35078589	35417061	1	8218
35417061	38272947	2	8218
38272947	40989246	1	8218
40989246	44972818	2	8218
44972818	56020053	1	8218
56020053	56832782	2	8218
56832782	58158354	1	8218
58158354	59295109	2	8218
59295109	67635086	1	8218
67635086	70041502	2	8218
70041502	77508543	1	8218
77508543	77662096	2	8218
77662096	79743188	1	8218
79743188	82031665	2	8218
82031665	86547931	1	8218
86547931	86695634	2	8218
86695634	87608003	1	8218
87608003	89162044	2	8218
89162044	90302516	1	8218
90302516	90938765	2	8218
90938765	90973432	1	8218
90973432	94194069	2	8218
94194069	94212836	1	8218
94212836	94397219	2	8218
94397219	100000001	1	8218
0	1092912	2	13235
1092912	2346491	1	13235
2346491	4310483	2	13235
4310483	4333617	1	13235
4333617	4689431	2	13235
4689431	4768315	1	13235
4768315	6421856	2	13235
6421856	7135189	1	13235
7135189	8071076	2	13235
8071076	8385975	1	13235
8385975	9841926	2	13235
9841926	12629138	1	13235
12629138	12868241	2	13235
12868241	18213245	1	13235
18213245	20207114	2	13235
20207114	20952681	1	13235
20952681	22218073	2	13235
22218073	26023103	1	13235
26023103	26584638	2	13235
26584638	30760797	1	13235
30760797	30991706	2	13235
30991706	34194829	1	13235
34194829	34257795	2	13235
34257795	35466170	1	13235
35466170	37120430	2	13235
37120430	37807904	1	13235
37807904	38360836	2	13235
38360836	39305935	1	13235
39305935	40184663	2	13235
40184663	41906798	1	13235
41906798	43194642	2	13235
43194642	43878616	1	13235
43878616	44685291	2	13235
44685291	53534213	1	13235
53534213	54467420	2	13235
54467420	54643241	1	13235
54643241	55205812	2	13235
55205812	56877319	1	13235
56877319	56908550	2	13235
56908550	61106717	1	13235
61106717	61257517	2	13235
61257517	61352821	1	13235
61352821	61976800	2	13235
61976800	63183463	1	13235
63183463	64141983	2	13235
64141983	67502181	1	13235
67502181	68224926	2	13235
68224926	70569525	1	13235
70569525	70799306	2	13235
70799306	73920064	1	13235
73920064	76122319	2	13235
76122319	77505415	1	13235
77505415	81316645	2	13235
81316645	81789057	1	13235
81789057	83616890	2	13235
83616890	84256780	1	13235
84256780	85982151	2	13235
85982151	92392816	1	13235
92392816	92754237	2	13235
92754237	94926449	1	13235
94926449	95693403	2	13235
95693403	100000001	1	13235
0	626174	2	8746
626174	4050904	1	8746
4050904	6540126	2	8746
6540126	9343411	1	8746
9343411	10117180	2	8746
10117180	13397099	1	8746
13397099	14788756	2	8746
14788756	15896690	1	8746
15896690	18034081	2	8746
18034081	19646267	1	8746
19646267	20333213	2	8746
20333213	21696193	1	8746
21696193	23312055	2	8746
23312055	23516745	1	8746
23516745	24989529	2	8746
24989529	27779887	1	8746
27779887	31009740	2	8746
31009740	36270462	1	8746
36270462	37407973	2	8746
37407973	40359660	1	8746
40359660	40897593	2	8746
40897593	40955590	1	8746
40955590	41962522	2	8746
41962522	42446030	1	8746
42446030	43420063	2	8746
43420063	47393756	1	8746
47393756	49548342	2	8746
49548342	53807406	1	8746
53807406	53863843	2	8746
53863843	56749273	1	8746
56749273	56904375	2	8746
56904375	61339333	1	8746
61339333	64339994	2	8746
64339994	67619088	1	8746
67619088	68941760	2	8746
68941760	73405151	1	8746
73405151	73583026	2	8746
73583026	75920824	1	8746
75920824	77486106	2	8746
77486106	78378686	1	8746
78378686	79349690	2	8746
79349690	81425480	1	8746
81425480	82257240	2	8746
82257240	84324051	1	8746
84324051	90415273	2	8746
90415273	92688478	1	8746
92688478	93306289	2	8746
93306289	95956846	1	8746
95956846	96164051	2	8746
96164051	99419409	1	8746
99419409	100000001	2	8746
0	2186638	2	3882
2186638	3449007	1	3882
3449007	9358765	2	3882
9358765	11839006	1	3882
11839006	12269692	2	3882
12269692	14113901	1	3882
14113901	19642963	2	3882
19642963	21456439	1	3882
21456439	23793177	2	3882
23793177	25798528	1	3882
25798528	26124309	2	3882
26124309	41685354	1	3882
41685354	42164663	2	3882
42164663	43602209	1	3882
43602209	45595861	2	3882
45595861	54259405	1	3882
54259405	57468024	2	3882
57468024	58837147	1	3882
58837147	59143425	2	3882
59143425	59150047	1	3882
59150047	62107063	2	3882
62107063	66327637	1	3882
66327637	66460078	2	3882
66460078	68239858	1	3882
68239858	69366201	2	3882
69366201	70882015	1	3882
70882015	70943773	2	3882
70943773	75752004	1	3882
75752004	75874643	2	3882
75874643	84222956	1	3882
84222956	84881240	2	3882
84881240	87708639	1	3882
87708639	91718861	2	3882
91718861	92072799	1	3882
92072799	93072246	2	3882
93072246	93998894	1	3882
93998894	94118381	2	3882
94118381	94300045	1	3882
94300045	94410374	2	3882
94410374	96366806	1	3882
96366806	99448913	2	3882
99448913	100000001	1	3882
0	309943	1	3253
309943	2026543	2	3253
2026543	4424680	1	3253
4424680	8379526	2	3253
8379526	10409196	1	3253
10409196	12059138	2	3253
12059138	12823276	1	3253
12823276	13173897	2	3253
13173897	13182926	1	3253
13182926	13208223	2	3253
13208223	14351507	1	3253
14351507	18256395	2	3253
18256395	21140428	1	3253
21140428	22384958	2	3253
22384958	31659569	1	3253
31659569	33170278	2	3253
33170278	33504999	1	3253
33504999	34036106	2	3253
34036106	36323952	1	3253
36323952	36592258	2	3253
36592258	40231079	1	3253
40231079	42610278	2	3253
42610278	45627373	1	3253
45627373	48042289	2	3253
48042289	57010438	1	3253
57010438	63008822	2	3253
63008822	66118572	1	3253
66118572	67061803	2	3253
67061803	67471833	1	3253
67471833	73833977	2	3253
73833977	80066680	1	3253
80066680	80471916	2	3253
80471916	81313958	1	3253
81313958	82377415	2	3253
82377415	82608892	1	3253
82608892	82808140	2	3253
82808140	83757081	1	3253
83757081	84869748	2	3253
84869748	85345711	1	3253
85345711	86784920	2	3253
86784920	88962297	1	3253
88962297	91585326	2	3253
91585326	93026375	1	3253
93026375	96402935	2	3253
96402935	98502170	1	3253
98502170	100000001	2	3253
0	799328	1	4985
799328	1323554	2	4985
1323554	8934784	1	4985
8934784	12116305	2	4985
12116305	12418081	1	4985
12418081	13710889	2	4985
13710889	20222651	1	4985
20222651	20653214	2	4985
20653214	22331924	1	4985
22331924	23493705	2	4985
23493705	26192755	1	4985
26192755	27383886	2	4985
27383886	30105475	1	4985
30105475	37391590	2	4985
37391590	51756371	1	4985
51756371	52684434	2	4985
52684434	56055575	1	4985
56055575	56123819	2	4985
56123819	60193777	1	4985
60193777	60606650	2	4985
60606650	64006718	1	4985
64006718	64388896	2	4985
64388896	66118572	1	4985
66118572	67490614	2	4985
67490614	67998856	1	4985
67998856	68094399	2	4985
68094399	69033853	1	4985
69033853	69318392	2	4985
69318392	72282344	1	4985
72282344	72592145	2	4985
72592145	79157189	1	4985
79157189	79785740	2	4985
79785740	82516360	1	4985
82516360	84766554	2	4985
84766554	87936333	1	4985
87936333	90144488	2	4985
90144488	90434666	1	4985
90434666	91918217	2	4985
91918217	94181215	1	4985
94181215	98572127	2	4985
98572127	100000001	1	4985
0	4982222	2	17073
4982222	5204617	1	17073
5204617	5962400	2	17073
5962400	6394616	1	17073
6394616	12631978	2	17073
12631978	14189379	1	17073
14189379	15650366	2	17073
15650366	16792791	1	17073
16792791	20837795	2	17073
20837795	22771126	1	17073
22771126	23485651	2	17073
23485651	26382856	1	17073
26382856	27205164	2	17073
27205164	29691568	1	17073
29691568	31134088	2	17073
31134088	34045439	1	17073
34045439	34297692	2	17073
34297692	34437861	1	17073
34437861	34544074	2	17073
34544074	40802389	1	17073
40802389	42697345	2	17073
42697345	47878109	1	17073
47878109	49082158	2	17073
49082158	52493698	1	17073
52493698	53128569	2	17073
53128569	57931020	1	17073
57931020	58101965	2	17073
58101965	63057662	1	17073
63057662	63129405	2	17073
63129405	65508683	1	17073
65508683	66224748	2	17073
66224748	71558135	1	17073
71558135	72225341	2	17073
72225341	81858168	1	17073
81858168	84830111	2	17073
84830111	89805239	1	17073
89805239	90573083	2	17073
90573083	90835080	1	17073
90835080	91156801	2	17073
91156801	91278004	1	17073
91278004	92004085	2	17073
92004085	96611133	1	17073
96611133	97411809	2	17073
97411809	100000001	1	17073
0	19448	1	5992
19448	900628	2	5992
900628	1017190	1	5992
1017190	3276001	2	5992
3276001	3794302	1	5992
3794302	4211306	2	5992
4211306	4922384	1	5992
4922384	6850595	2	5992
6850595	9223793	1	5992
9223793	10481729	2	5992
10481729	12663249	1	5992
12663249	14335007	2	5992
14335007	14336085	1	5992
14336085	15225137	2	5992
15225137	18705291	1	5992
18705291	21088727	2	5992
21088727	24007810	1	5992
24007810	24420311	2	5992
24420311	35078956	1	5992
35078956	36576884	2	5992
36576884	38742514	1	5992
38742514	40828316	2	5992
40828316	42344914	1	5992
42344914	43950266	2	5992
43950266	47594781	1	5992
47594781	48228084	2	5992
48228084	50199304	1	5992
50199304	53359038	2	5992
53359038	53727058	1	5992
53727058	55534440	2	5992
55534440	61651490	1	5992
61651490	63353828	2	5992
63353828	72988619	1	5992
72988619	75616154	2	5992
75616154	76497613	1	5992
76497613	78486922	2	5992
78486922	82806966	1	5992
82806966	89144583	2	5992
89144583	92420284	1	5992
92420284	95600246	2	5992
95600246	96701671	1	5992
96701671	97980149	2	5992
97980149	99475466	1	5992
99475466	100000001	2	5992
0	3677052	2	3185
3677052	8564395	1	3185
8564395	8980985	2	3185
8980985	13145327	1	3185
13145327	15686169	2	3185
15686169	17600061	1	3185
17600061	17733672	2	3185
17733672	18455984	1	3185
18455984	18470673	2	3185
18470673	19966692	1	3185
19966692	20588533	2	3185
20588533	33377786	1	3185
33377786	33802828	2	3185
33802828	37807756	1	3185
37807756	39387449	2	3185
39387449	40667832	1	3185
40667832	43752773	2	3185
43752773	46510396	1	3185
46510396	49240159	2	3185
49240159	53106325	1	3185
53106325	54466304	2	3185
54466304	55560995	1	3185
55560995	56102842	2	3185
56102842	57904048	1	3185
57904048	59764985	2	3185
59764985	62121677	1	3185
62121677	65467654	2	3185
65467654	66600845	1	3185
66600845	68039148	2	3185
68039148	68183586	1	3185
68183586	68443604	2	3185
68443604	69261880	1	3185
69261880	77549128	2	3185
77549128	80933579	1	3185
80933579	81192420	2	3185
81192420	83332157	1	3185
83332157	88695931	2	3185
88695931	88720884	1	3185
88720884	90621383	2	3185
90621383	93854599	1	3185
93854599	95832131	2	3185
95832131	100000001	1	3185
0	1162775	1	17944
1162775	2144174	2	17944
2144174	10926277	1	17944
10926277	14572827	2	17944
14572827	14580399	1	17944
14580399	15568424	2	17944
15568424	20970744	1	17944
20970744	21276839	2	17944
21276839	24842701	1	17944
24842701	27769446	2	17944
27769446	29774463	1	17944
29774463	35742540	2	17944
35742540	38146559	1	17944
38146559	39093833	2	17944
39093833	51244920	1	17944
51244920	51731594	2	17944
51731594	55333306	1	17944
55333306	56591474	2	17944
56591474	62202072	1	17944
62202072	63402693	2	17944
63402693	64741367	1	17944
64741367	66267784	2	17944
66267784	67350442	1	17944
67350442	67482815	2	17944
67482815	75251030	1	17944
75251030	76092725	2	17944
76092725	77987654	1	17944
77987654	79260851	2	17944
79260851	81306569	1	17944
81306569	84588068	2	17944
84588068	87097076	1	17944
87097076	87180701	2	17944
87180701	88141755	1	17944
88141755	90176867	2	17944
90176867	90224656	1	17944
90224656	91036318	2	17944
91036318	95156157	1	17944
95156157	97380034	2	17944
97380034	100000001	1	17944
0	946843	2	12867
946843	3644827	1	12867
3644827	5168262	2	12867
5168262	10181842	1	12867
10181842	10302683	2	12867
10302683	13373454	1	12867
13373454	13710889	2	12867
13710889	21910441	1	12867
21910441	25838277	2	12867
25838277	32310563	1	12867
32310563	33405346	2	12867
33405346	33623295	1	12867
33623295	34976509	2	12867
34976509	40297636	1	12867
40297636	42815815	2	12867
42815815	51943360	1	12867
51943360	52050658	2	12867
52050658	53805757	1	12867
53805757	55402994	2	12867
55402994	55649048	1	12867
55649048	56929374	2	12867
56929374	58609686	1	12867
58609686	59200685	2	12867
59200685	59869881	1	12867
59869881	60830632	2	12867
60830632	66639729	1	12867
66639729	67840781	2	12867
67840781	68928745	1	12867
68928745	69240442	2	12867
69240442	78905200	1	12867
78905200	80899574	2	12867
80899574	81541170	1	12867
81541170	82339792	2	12867
82339792	84822254	1	12867
84822254	90845223	2	12867
90845223	90849076	1	12867
90849076	94010499	2	12867
94010499	96369716	1	12867
96369716	97086983	2	12867
97086983	100000001	1	12867
0	2123320	1	11136
2123320	4489947	2	11136
4489947	7737204	1	11136
7737204	8158256	2	11136
8158256	9289358	1	11136
9289358	11078092	2	11136
11078092	12380040	1	11136
12380040	14729442	2	11136
14729442	17027534	1	11136
17027534	17195264	2	11136
17195264	17313061	1	11136
17313061	20163892	2	11136
20163892	22903724	1	11136
22903724	22907298	2	11136
22907298	32897978	1	11136
32897978	34977959	2	11136
34977959	38942368	1	11136
38942368	39202440	2	11136
39202440	40060954	1	11136
40060954	40290544	2	11136
40290544	47182078	1	11136
47182078	47595740	2	11136
47595740	47958474	1	11136
47958474	48810589	2	11136
48810589	54136167	1	11136
54136167	55555757	2	11136
55555757	56766444	1	11136
56766444	57176752	2	11136
57176752	67574449	1	11136
67574449	68372230	2	11136
68372230	68381915	1	11136
68381915	68639713	2	11136
68639713	71592568	1	11136
71592568	72384512	2	11136
72384512	82312831	1	11136
82312831	83257642	2	11136
83257642	93148728	1	11136
93148728	97286544	2	11136
97286544	100000001	1	11136
0	342291	2	7406
342291	1129866	1	7406
1129866	4518957	2	7406
4518957	7401708	1	7406
7401708	9741511	2	7406
9741511	13907535	1	7406
13907535	14229450	2	7406
14229450	14886818	1	7406
14886818	14928211	2	7406
14928211	15003977	1	7406
15003977	18195999	2	7406
18195999	18994577	1	7406
18994577	23194313	2	7406
23194313	29625892	1	7406
29625892	30400802	2	7406
30400802	35698279	1	7406
35698279	35792288	2	7406
35792288	36432391	1	7406
36432391	36520544	2	7406
36520544	41261519	1	7406
41261519	43346765	2	7406
43346765	46716165	1	7406
46716165	47620817	2	7406
47620817	50191201	1	7406
50191201	50414517	2	7406
50414517	53449241	1	7406
53449241	55236305	2	7406
55236305	56375949	1	7406
56375949	56977388	2	7406
56977388	60442632	1	7406
60442632	61040732	2	7406
61040732	66793703	1	7406
66793703	67813364	2	7406
67813364	71003952	1	7406
71003952	71066350	2	7406
71066350	75784936	1	7406
75784936	76307415	2	7406
76307415	79605833	1	7406
79605833	82187279	2	7406
82187279	82650011	1	7406
82650011	83346734	2	7406
83346734	85611324	1	7406
85611324	85746398	2	7406
85746398	86589205	1	7406
86589205	91573058	2	7406
91573058	94417989	1	7406
94417989	94515558	2	7406
94515558	95674374	1	7406
95674374	97785857	2	7406
97785857	100000001	1	7406
0	3651050	2	7864
