start_bp	end_bp	ancID	childID
82910083	83900431	1	8952
83900431	85240233	2	8952
85240233	85436507	1	8952
85436507	90971837	2	8952
90971837	98698497	1	8952
98698497	99874627	2	8952
99874627	100000001	1	8952
0	5105545	1	14031
5105545	6442807	2	14031
6442807	6564755	1	14031
6564755	11415172	2	14031
11415172	11491615	1	14031
11491615	14911425	2	14031
14911425	18318597	1	14031
18318597	21104843	2	14031
21104843	21548440	1	14031
21548440	26684818	2	14031
26684818	28759687	1	14031
28759687	28813250	2	14031
28813250	29119497	1	14031
29119497	32414455	2	14031
32414455	35850480	1	14031
35850480	40784921	2	14031
40784921	44855146	1	14031
44855146	45922295	2	14031
45922295	47788658	1	14031
47788658	54746226	2	14031
54746226	59855870	1	14031
59855870	65535969	2	14031
65535969	65812073	1	14031
65812073	67923109	2	14031
67923109	69570160	1	14031
69570160	73699519	2	14031
73699519	75008106	1	14031
75008106	80110356	2	14031
80110356	81769372	1	14031
81769372	83699947	2	14031
83699947	90790950	1	14031
90790950	94393049	2	14031
94393049	98433150	1	14031
98433150	99113480	2	14031
99113480	100000001	1	14031
0	1691372	1	13056
1691372	5520552	2	13056
5520552	7148600	1	13056
7148600	7480631	2	13056
7480631	8092647	1	13056
8092647	8162839	2	13056
8162839	9640328	1	13056
9640328	11016084	2	13056
11016084	14221919	1	13056
14221919	15852911	2	13056
15852911	20827124	1	13056
20827124	24738878	2	13056
24738878	26116084	1	13056
26116084	28577408	2	13056
28577408	32025944	1	13056
32025944	34724849	2	13056
34724849	37580312	1	13056
37580312	37930518	2	13056
37930518	40006474	1	13056
40006474	40119201	2	13056
40119201	40221843	1	13056
40221843	40825341	2	13056
40825341	41964833	1	13056
41964833	43235913	2	13056
43235913	44106523	1	13056
44106523	45909029	2	13056
45909029	50716320	1	13056
50716320	53189944	2	13056
53189944	54183630	1	13056
54183630	57168241	2	13056
57168241	57594333	1	13056
57594333	61387071	2	13056
61387071	62797957	1	13056
62797957	63368367	2	13056
63368367	67509110	1	13056
67509110	71332201	2	13056
71332201	71510328	1	13056
71510328	71946537	2	13056
71946537	74910974	1	13056
74910974	77797598	2	13056
77797598	82495699	1	13056
82495699	86830014	2	13056
86830014	87113207	1	13056
87113207	88290475	2	13056
88290475	88370295	1	13056
88370295	88950601	2	13056
88950601	90750989	1	13056
90750989	90996255	2	13056
90996255	91368585	1	13056
91368585	92378341	2	13056
92378341	93043133	1	13056
93043133	99540677	2	13056
99540677	100000001	1	13056
0	338330	2	18648
338330	3107303	1	18648
3107303	3650928	2	18648
3650928	3959921	1	18648
3959921	5608057	2	18648
5608057	6683076	1	18648
6683076	6772198	2	18648
6772198	9428255	1	18648
9428255	10950329	2	18648
10950329	12024364	1	18648
12024364	14746271	2	18648
14746271	15534255	1	18648
15534255	18183421	2	18648
18183421	21949506	1	18648
21949506	28338733	2	18648
28338733	32004481	1	18648
32004481	34254748	2	18648
34254748	36004229	1	18648
36004229	36557787	2	18648
36557787	37801704	1	18648
37801704	42938703	2	18648
42938703	45615340	1	18648
45615340	47956727	2	18648
47956727	51268419	1	18648
51268419	51417368	2	18648
51417368	53045054	1	18648
53045054	56327323	2	18648
56327323	56960347	1	18648
56960347	58978705	2	18648
58978705	59335604	1	18648
59335604	60910286	2	18648
60910286	61287776	1	18648
61287776	67898068	2	18648
67898068	68627295	1	18648
68627295	68910092	2	18648
68910092	68914372	1	18648
68914372	70456698	2	18648
70456698	75190700	1	18648
75190700	75676642	2	18648
75676642	79501995	1	18648
79501995	83451423	2	18648
83451423	86580338	1	18648
86580338	94069948	2	18648
94069948	94123429	1	18648
94123429	94255289	2	18648
94255289	100000001	1	18648
0	4072838	1	802
4072838	4469496	2	802
4469496	9710765	1	802
9710765	11301483	2	802
11301483	13039642	1	802
13039642	13893217	2	802
13893217	15638675	1	802
15638675	16929227	2	802
16929227	19865825	1	802
19865825	22639225	2	802
22639225	23390939	1	802
23390939	23911682	2	802
23911682	24927842	1	802
24927842	26301016	2	802
26301016	32073936	1	802
32073936	34890662	2	802
34890662	43323589	1	802
43323589	43614060	2	802
43614060	44389948	1	802
44389948	46215602	2	802
46215602	47234105	1	802
47234105	51202838	2	802
51202838	55638641	1	802
55638641	57633601	2	802
57633601	60401331	1	802
60401331	60792710	2	802
60792710	61212342	1	802
61212342	63292165	2	802
63292165	63353593	1	802
63353593	67481644	2	802
67481644	67564180	1	802
67564180	67597117	2	802
67597117	68283894	1	802
68283894	72431400	2	802
72431400	77230038	1	802
77230038	89675313	2	802
89675313	96310629	1	802
96310629	99252696	2	802
99252696	100000001	1	802
0	5693598	2	14279
5693598	9664813	1	14279
9664813	11388107	2	14279
11388107	12074978	1	14279
12074978	14112013	2	14279
14112013	19218757	1	14279
19218757	19720950	2	14279
19720950	22080959	1	14279
22080959	24557839	2	14279
24557839	25765612	1	14279
25765612	26858125	2	14279
26858125	28142632	1	14279
28142632	30518312	2	14279
30518312	36468484	1	14279
36468484	37075302	2	14279
37075302	37765475	1	14279
37765475	39614629	2	14279
39614629	42035939	1	14279
42035939	42402670	2	14279
42402670	43779181	1	14279
43779181	46222540	2	14279
46222540	46697232	1	14279
46697232	58035455	2	14279
58035455	59267612	1	14279
59267612	60156731	2	14279
60156731	61748763	1	14279
61748763	62447006	2	14279
62447006	64327272	1	14279
64327272	65198178	2	14279
65198178	66914681	1	14279
66914681	68129812	2	14279
68129812	70099403	1	14279
70099403	71398077	2	14279
71398077	72182371	1	14279
72182371	74007314	2	14279
74007314	79487765	1	14279
79487765	80224213	2	14279
80224213	81136578	1	14279
81136578	84280677	2	14279
84280677	85139250	1	14279
85139250	86698582	2	14279
86698582	87953582	1	14279
87953582	88417012	2	14279
88417012	90782401	1	14279
90782401	92118727	2	14279
92118727	95512010	1	14279
95512010	97995157	2	14279
97995157	97996773	1	14279
97996773	98245129	2	14279
98245129	99234559	1	14279
99234559	100000001	2	14279
0	1932081	2	11198
1932081	5467064	1	11198
5467064	5520552	2	11198
5520552	9425881	1	11198
9425881	9571348	2	11198
9571348	13104506	1	11198
13104506	13985844	2	11198
13985844	20981500	1	11198
20981500	22178602	2	11198
22178602	23190398	1	11198
23190398	23241331	2	11198
23241331	29885656	1	11198
29885656	30326698	2	11198
30326698	30980104	1	11198
30980104	35308316	2	11198
35308316	39091474	1	11198
39091474	43717137	2	11198
43717137	44952919	1	11198
44952919	54055912	2	11198
54055912	58874939	1	11198
58874939	66303521	2	11198
66303521	66768524	1	11198
66768524	68680985	2	11198
68680985	73140614	1	11198
73140614	73770095	2	11198
73770095	76314012	1	11198
76314012	76349503	2	11198
76349503	76840745	1	11198
76840745	80085667	2	11198
80085667	83051488	1	11198
83051488	86592813	2	11198
86592813	87217256	1	11198
87217256	89376042	2	11198
89376042	95738527	1	11198
95738527	100000001	2	11198
0	996569	1	17691
996569	2263636	2	17691
2263636	7323715	1	17691
7323715	8377711	2	17691
8377711	9211416	1	17691
9211416	9280476	2	17691
9280476	9500694	1	17691
9500694	9565544	2	17691
9565544	11609496	1	17691
11609496	16550471	2	17691
16550471	22545228	1	17691
22545228	25855300	2	17691
25855300	30173587	1	17691
30173587	31052919	2	17691
31052919	34802426	1	17691
34802426	37016618	2	17691
37016618	44507725	1	17691
44507725	47825366	2	17691
47825366	51010462	1	17691
51010462	53671342	2	17691
53671342	55467273	1	17691
55467273	57376043	2	17691
57376043	58119868	1	17691
58119868	59044533	2	17691
59044533	61309191	1	17691
61309191	61448104	2	17691
61448104	63372704	1	17691
63372704	64658714	2	17691
64658714	72605642	1	17691
72605642	74599497	2	17691
74599497	74629191	1	17691
74629191	76997850	2	17691
76997850	79537056	1	17691
79537056	80293241	2	17691
80293241	82614916	1	17691
82614916	82659166	2	17691
82659166	83127175	1	17691
83127175	87098699	2	17691
87098699	88791239	1	17691
88791239	90118943	2	17691
90118943	92634711	1	17691
92634711	93826469	2	17691
93826469	95677077	1	17691
95677077	96009403	2	17691
96009403	97224946	1	17691
97224946	100000001	2	17691
0	1617989	1	9339
1617989	1828974	2	9339
1828974	1864225	1	9339
1864225	8462596	2	9339
8462596	14597845	1	9339
14597845	14794848	2	9339
14794848	20072073	1	9339
20072073	21839610	2	9339
21839610	23902339	1	9339
23902339	24106732	2	9339
24106732	24245975	1	9339
24245975	26084397	2	9339
26084397	27684024	1	9339
27684024	30143235	2	9339
30143235	32025944	1	9339
32025944	32677476	2	9339
32677476	32834652	1	9339
32834652	33891255	2	9339
33891255	34811246	1	9339
34811246	36325751	2	9339
36325751	40381048	1	9339
40381048	41402636	2	9339
41402636	43140221	1	9339
43140221	45070234	2	9339
45070234	46086912	1	9339
46086912	47421607	2	9339
47421607	50595657	1	9339
50595657	51839255	2	9339
51839255	53740349	1	9339
53740349	55403484	2	9339
55403484	58715198	1	9339
58715198	64901632	2	9339
64901632	65194924	1	9339
65194924	66919425	2	9339
66919425	67398284	1	9339
67398284	69949068	2	9339
69949068	73840178	1	9339
73840178	74047725	2	9339
74047725	75197939	1	9339
75197939	76310292	2	9339
76310292	78009971	1	9339
78009971	78905042	2	9339
78905042	79713994	1	9339
79713994	82847516	2	9339
82847516	83714338	1	9339
83714338	85915343	2	9339
85915343	87525004	1	9339
87525004	89518705	2	9339
89518705	89918877	1	9339
89918877	91114545	2	9339
91114545	96137062	1	9339
96137062	97658682	2	9339
97658682	98296647	1	9339
98296647	99083123	2	9339
99083123	99102186	1	9339
99102186	99115589	2	9339
99115589	100000001	1	9339
0	4982990	1	1717
4982990	6595513	2	1717
6595513	9224443	1	1717
9224443	9781335	2	1717
9781335	11655136	1	1717
11655136	13888244	2	1717
13888244	19093747	1	1717
19093747	21380917	2	1717
21380917	24466842	1	1717
24466842	30134853	2	1717
30134853	32004481	1	1717
32004481	35775973	2	1717
35775973	40238786	1	1717
40238786	43879321	2	1717
43879321	45089630	1	1717
45089630	51287373	2	1717
51287373	53865043	1	1717
53865043	55115362	2	1717
55115362	60082162	1	1717
60082162	61437842	2	1717
61437842	64325025	1	1717
64325025	69541359	2	1717
69541359	72005243	1	1717
72005243	73753081	2	1717
73753081	74939027	1	1717
74939027	78224311	2	1717
78224311	79677106	1	1717
79677106	81037911	2	1717
81037911	83312875	1	1717
83312875	84619411	2	1717
84619411	85027631	1	1717
85027631	85544626	2	1717
85544626	87891591	1	1717
87891591	88491855	2	1717
88491855	91180120	1	1717
91180120	91801282	2	1717
91801282	93323304	1	1717
93323304	94799837	2	1717
94799837	95290272	1	1717
95290272	95679555	2	1717
95679555	98726594	1	1717
98726594	99575109	2	1717
99575109	100000001	1	1717
0	250113	2	7372
250113	3705818	1	7372
3705818	11983468	2	7372
11983468	25909247	1	7372
25909247	32550647	2	7372
32550647	34247872	1	7372
34247872	36639705	2	7372
36639705	38126515	1	7372
38126515	40047723	2	7372
40047723	45067863	1	7372
45067863	48056285	2	7372
48056285	49042395	1	7372
49042395	51172122	2	7372
51172122	53195775	1	7372
53195775	53847703	2	7372
53847703	55021260	1	7372
55021260	55096119	2	7372
55096119	58652502	1	7372
58652502	61908427	2	7372
61908427	62413208	1	7372
62413208	65847276	2	7372
65847276	65891115	1	7372
65891115	68408272	2	7372
68408272	71809672	1	7372
71809672	72055072	2	7372
72055072	74361365	1	7372
74361365	75636604	2	7372
75636604	76137640	1	7372
76137640	76579806	2	7372
76579806	78282630	1	7372
78282630	79172225	2	7372
79172225	80817678	1	7372
80817678	82409378	2	7372
82409378	83235489	1	7372
83235489	83408109	2	7372
83408109	83582624	1	7372
83582624	86660387	2	7372
86660387	86876416	1	7372
86876416	87294405	2	7372
87294405	94107039	1	7372
94107039	97308000	2	7372
97308000	98055242	1	7372
98055242	98540335	2	7372
98540335	98637517	1	7372
98637517	100000001	2	7372
0	10490	2	13047
10490	1226251	1	13047
1226251	2320358	2	13047
2320358	2736723	1	13047
2736723	3657789	2	13047
3657789	3830587	1	13047
3830587	3891433	2	13047
3891433	3949997	1	13047
3949997	7219439	2	13047
7219439	8051351	1	13047
8051351	8688127	2	13047
8688127	11167972	1	13047
11167972	11314878	2	13047
11314878	13189671	1	13047
13189671	15526343	2	13047
15526343	17061817	1	13047
17061817	17150065	2	13047
17150065	17960070	1	13047
17960070	20567224	2	13047
20567224	21824498	1	13047
21824498	23911682	2	13047
23911682	24349569	1	13047
24349569	25072313	2	13047
25072313	25448936	1	13047
25448936	25687123	2	13047
25687123	27156949	1	13047
27156949	27297855	2	13047
27297855	29982236	1	13047
29982236	30126620	2	13047
30126620	33492935	1	13047
33492935	36002529	2	13047
36002529	40143800	1	13047
40143800	40870908	2	13047
40870908	43674474	1	13047
43674474	43757805	2	13047
43757805	44934783	1	13047
44934783	49349208	2	13047
49349208	55908818	1	13047
55908818	59240925	2	13047
59240925	59703824	1	13047
59703824	59903052	2	13047
59903052	60862205	1	13047
60862205	62721730	2	13047
62721730	68157379	1	13047
68157379	69892898	2	13047
69892898	70504753	1	13047
70504753	71918133	2	13047
71918133	76426212	1	13047
76426212	78025388	2	13047
78025388	78921100	1	13047
78921100	80313525	2	13047
80313525	80825125	1	13047
80825125	84832928	2	13047
84832928	87672543	1	13047
87672543	87992211	2	13047
87992211	98326566	1	13047
98326566	98473694	2	13047
98473694	100000001	1	13047
0	841307	1	15123
841307	1555503	2	15123
1555503	4603925	1	15123
4603925	5571667	2	15123
5571667	5608059	1	15123
5608059	5686454	2	15123
5686454	6039208	1	15123
6039208	6837960	2	15123
6837960	7236450	1	15123
7236450	9108482	2	15123
9108482	10274082	1	15123
10274082	13067262	2	15123
13067262	13236411	1	15123
13236411	13934894	2	15123
13934894	17722379	1	15123
17722379	18930229	2	15123
18930229	21348288	1	15123
21348288	23048097	2	15123
23048097	23278167	1	15123
23278167	23524054	2	15123
23524054	24223581	1	15123
24223581	24337724	2	15123
24337724	26567024	1	15123
26567024	28930285	2	15123
28930285	40291183	1	15123
40291183	42391897	2	15123
42391897	42600403	1	15123
42600403	47232126	2	15123
47232126	48266315	1	15123
48266315	50224289	2	15123
50224289	50870055	1	15123
50870055	54312762	2	15123
54312762	54696176	1	15123
54696176	56135547	2	15123
56135547	57854900	1	15123
57854900	62935255	2	15123
62935255	70354450	1	15123
70354450	73010901	2	15123
73010901	73585237	1	15123
73585237	74195251	2	15123
74195251	76544092	1	15123
76544092	80019733	2	15123
80019733	81257499	1	15123
81257499	81831947	2	15123
81831947	81837812	1	15123
81837812	82341243	2	15123
82341243	82982537	1	15123
82982537	86602752	2	15123
86602752	87911816	1	15123
87911816	88558407	2	15123
88558407	88637184	1	15123
88637184	89261390	2	15123
89261390	89618049	1	15123
89618049	95071228	2	15123
95071228	96811645	1	15123
96811645	97165009	2	15123
97165009	100000001	1	15123
0	1871412	1	12183
1871412	5333265	2	12183
5333265	6766551	1	12183
6766551	7027848	2	12183
7027848	7620223	1	12183
7620223	9939944	2	12183
9939944	13631862	1	12183
13631862	16538760	2	12183
16538760	16975963	1	12183
16975963	19295191	2	12183
19295191	19503405	1	12183
19503405	20746022	2	12183
20746022	29453294	1	12183
29453294	30357184	2	12183
30357184	33946354	1	12183
33946354	36979426	2	12183
36979426	38807904	1	12183
38807904	39277920	2	12183
39277920	41405783	1	12183
41405783	43191448	2	12183
43191448	46642703	1	12183
46642703	48266869	2	12183
48266869	49457322	1	12183
49457322	50681974	2	12183
50681974	54895390	1	12183
54895390	57679992	2	12183
57679992	59274264	1	12183
59274264	61603885	2	12183
61603885	61992755	1	12183
61992755	71501636	2	12183
71501636	71698218	1	12183
71698218	78397290	2	12183
78397290	80459713	1	12183
80459713	81180225	2	12183
81180225	81751185	1	12183
81751185	81763830	2	12183
81763830	84168637	1	12183
84168637	84649534	2	12183
84649534	85321376	1	12183
85321376	86531703	2	12183
86531703	95617791	1	12183
95617791	95911900	2	12183
95911900	96002589	1	12183
96002589	98047755	2	12183
98047755	99035998	1	12183
99035998	100000001	2	12183
0	4819015	1	14860
4819015	8156461	2	14860
8156461	9554075	1	14860
9554075	9918670	2	14860
9918670	10171384	1	14860
10171384	12293928	2	14860
12293928	13764516	1	14860
13764516	14134413	2	14860
14134413	16540828	1	14860
16540828	19612461	2	14860
19612461	20437300	1	14860
20437300	22230842	2	14860
22230842	30471581	1	14860
30471581	30957965	2	14860
30957965	31344392	1	14860
31344392	34419881	2	14860
34419881	36005820	1	14860
36005820	40890130	2	14860
40890130	45843545	1	14860
45843545	46114309	2	14860
46114309	55357554	1	14860
55357554	55531296	2	14860
55531296	57909006	1	14860
57909006	59077829	2	14860
59077829	59129137	1	14860
59129137	60331930	2	14860
60331930	62715230	1	14860
62715230	67609421	2	14860
67609421	68742221	1	14860
68742221	68748004	2	14860
68748004	70935264	1	14860
70935264	71653918	2	14860
71653918	72135541	1	14860
72135541	73571020	2	14860
73571020	83072585	1	14860
83072585	84832928	2	14860
84832928	84978620	1	14860
84978620	85836640	2	14860
85836640	89129757	1	14860
89129757	91305830	2	14860
91305830	92070566	1	14860
92070566	92073232	2	14860
92073232	92445913	1	14860
92445913	94313170	2	14860
94313170	96093267	1	14860
96093267	96989858	2	14860
96989858	100000001	1	14860
0	4808008	2	13970
4808008	6450350	1	13970
6450350	7018378	2	13970
7018378	11655136	1	13970
11655136	17216479	2	13970
17216479	18084666	1	13970
18084666	19837953	2	13970
19837953	21313203	1	13970
21313203	23457784	2	13970
23457784	23936549	1	13970
23936549	25722440	2	13970
25722440	33294411	1	13970
33294411	35505352	2	13970
35505352	40201361	1	13970
40201361	41301218	2	13970
41301218	41925182	1	13970
41925182	46691645	2	13970
46691645	46767658	1	13970
46767658	48523696	2	13970
48523696	50916238	1	13970
50916238	51107437	2	13970
51107437	51435712	1	13970
51435712	51827333	2	13970
51827333	57329995	1	13970
57329995	58150137	2	13970
58150137	58925296	1	13970
58925296	59294786	2	13970
59294786	65742527	1	13970
65742527	75397691	2	13970
75397691	76390561	1	13970
76390561	79779328	2	13970
79779328	80443246	1	13970
80443246	81286017	2	13970
81286017	84641329	1	13970
84641329	85591418	2	13970
85591418	89166365	1	13970
89166365	89577630	2	13970
89577630	97058818	1	13970
97058818	98665262	2	13970
98665262	100000001	1	13970
0	161225	2	18029
161225	444417	1	18029
444417	3349444	2	18029
3349444	6169604	1	18029
6169604	7435904	2	18029
7435904	10626039	1	18029
10626039	12309308	2	18029
12309308	15958648	1	18029
15958648	16012834	2	18029
16012834	18149375	1	18029
18149375	19930831	2	18029
19930831	20121815	1	18029
20121815	20402805	2	18029
20402805	24934763	1	18029
24934763	26296986	2	18029
26296986	29755832	1	18029
29755832	29837609	2	18029
29837609	31916624	1	18029
31916624	32090310	2	18029
32090310	36945642	1	18029
36945642	37398636	2	18029
37398636	40255349	1	18029
40255349	41493605	2	18029
41493605	42145208	1	18029
42145208	43051439	2	18029
43051439	44033759	1	18029
44033759	46386489	2	18029
46386489	50526602	1	18029
50526602	53601968	2	18029
53601968	55364507	1	18029
55364507	55483140	2	18029
55483140	57996772	1	18029
57996772	58018234	2	18029
58018234	59599909	1	18029
59599909	60281650	2	18029
60281650	61003611	1	18029
61003611	62690371	2	18029
62690371	64277531	1	18029
64277531	66117111	2	18029
66117111	67458489	1	18029
67458489	68859869	2	18029
68859869	70816808	1	18029
70816808	71829308	2	18029
71829308	71834735	1	18029
71834735	76291249	2	18029
76291249	78812157	1	18029
78812157	78956232	2	18029
78956232	79828019	1	18029
79828019	80631798	2	18029
80631798	83072585	1	18029
83072585	84832928	2	18029
84832928	87672543	1	18029
87672543	90476804	2	18029
90476804	96177344	1	18029
96177344	98898942	2	18029
98898942	99885036	1	18029
99885036	100000001	2	18029
0	666619	2	10459
666619	2243234	1	10459
2243234	6232878	2	10459
6232878	8356142	1	10459
8356142	10436696	2	10459
10436696	12692473	1	10459
12692473	14418501	2	10459
14418501	15796206	1	10459
15796206	17576161	2	10459
17576161	18376339	1	10459
18376339	20073612	2	10459
20073612	20609227	1	10459
20609227	23502471	2	10459
23502471	27315204	1	10459
27315204	28253537	2	10459
28253537	32229672	1	10459
32229672	35480273	2	10459
35480273	38949835	1	10459
38949835	39698055	2	10459
39698055	41816516	1	10459
41816516	42316010	2	10459
42316010	42883315	1	10459
42883315	50150928	2	10459
50150928	51544697	1	10459
51544697	52555690	2	10459
52555690	52660602	1	10459
52660602	57630570	2	10459
57630570	58041038	1	10459
58041038	58254401	2	10459
58254401	58381256	1	10459
58381256	61336313	2	10459
61336313	62471258	1	10459
62471258	62729933	2	10459
62729933	63791061	1	10459
63791061	64335824	2	10459
64335824	64484256	1	10459
64484256	65260000	2	10459
65260000	66419444	1	10459
66419444	66880080	2	10459
66880080	67185925	1	10459
67185925	70030996	2	10459
70030996	70173576	1	10459
70173576	70614351	2	10459
70614351	72012418	1	10459
72012418	73789124	2	10459
73789124	75687972	1	10459
75687972	84604736	2	10459
84604736	87593842	1	10459
87593842	89224107	2	10459
89224107	91700551	1	10459
91700551	92328131	2	10459
92328131	95617791	1	10459
95617791	95911900	2	10459
95911900	96002589	1	10459
96002589	100000001	2	10459
0	4729536	2	15964
4729536	5253449	1	15964
5253449	6034501	2	15964
6034501	9766748	1	15964
9766748	10843687	2	15964
10843687	14186862	1	15964
14186862	16929227	2	15964
16929227	20704686	1	15964
20704686	24604275	2	15964
24604275	24699618	1	15964
24699618	26868910	2	15964
26868910	28879008	1	15964
28879008	29873500	2	15964
29873500	32340122	1	15964
32340122	33322000	2	15964
33322000	33820898	1	15964
33820898	34594346	2	15964
34594346	35225263	1	15964
35225263	38053689	2	15964
38053689	39211605	1	15964
39211605	39312675	2	15964
39312675	40803853	1	15964
40803853	43340730	2	15964
43340730	46735152	1	15964
46735152	46770006	2	15964
46770006	48344648	1	15964
48344648	51391435	2	15964
51391435	51733428	1	15964
51733428	52605882	2	15964
52605882	59803740	1	15964
59803740	73013938	2	15964
73013938	74593960	1	15964
74593960	76960381	2	15964
76960381	78611442	1	15964
78611442	83098068	2	15964
83098068	84175090	1	15964
84175090	88796442	2	15964
88796442	88950547	1	15964
88950547	92137535	2	15964
92137535	93982113	1	15964
93982113	96609641	2	15964
96609641	100000001	1	15964
0	792344	2	899
792344	1327252	1	899
1327252	4993275	2	899
4993275	6761077	1	899
6761077	14229448	2	899
14229448	16160689	1	899
16160689	18289805	2	899
