start_bp	end_bp	ancID	childID
76592790	76880015	1	16321
76880015	85649654	2	16321
85649654	85750192	1	16321
85750192	86432060	2	16321
86432060	87368862	1	16321
87368862	93055418	2	16321
93055418	95769801	1	16321
95769801	100000001	2	16321
0	1843076	1	8201
1843076	2009326	2	8201
2009326	2581917	1	8201
2581917	3650928	2	8201
3650928	3959921	1	8201
3959921	4113438	2	8201
4113438	5664296	1	8201
5664296	9526745	2	8201
9526745	18777903	1	8201
18777903	19003035	2	8201
19003035	20266926	1	8201
20266926	20616586	2	8201
20616586	21971908	1	8201
21971908	25954695	2	8201
25954695	31212938	1	8201
31212938	31961718	2	8201
31961718	32146893	1	8201
32146893	32152928	2	8201
32152928	35661674	1	8201
35661674	35935551	2	8201
35935551	38136502	1	8201
38136502	38988886	2	8201
38988886	42203635	1	8201
42203635	42378613	2	8201
42378613	43991662	1	8201
43991662	44256492	2	8201
44256492	46672415	1	8201
46672415	46744795	2	8201
46744795	52264387	1	8201
52264387	56770867	2	8201
56770867	57536732	1	8201
57536732	57701110	2	8201
57701110	58279303	1	8201
58279303	60210758	2	8201
60210758	60272051	1	8201
60272051	61068014	2	8201
61068014	64294966	1	8201
64294966	64842706	2	8201
64842706	66518949	1	8201
66518949	67280956	2	8201
67280956	73621946	1	8201
73621946	73634552	2	8201
73634552	74931289	1	8201
74931289	75730359	2	8201
75730359	76356348	1	8201
76356348	78183991	2	8201
78183991	80918456	1	8201
80918456	82634433	2	8201
82634433	87705304	1	8201
87705304	92688243	2	8201
92688243	96838108	1	8201
96838108	97479844	2	8201
97479844	99716309	1	8201
99716309	100000001	2	8201
0	1206955	2	15289
1206955	3208405	1	15289
3208405	6462692	2	15289
6462692	6719148	1	15289
6719148	10074871	2	15289
10074871	17013610	1	15289
17013610	17715639	2	15289
17715639	18644894	1	15289
18644894	18868818	2	15289
18868818	22076907	1	15289
22076907	22960597	2	15289
22960597	23342129	1	15289
23342129	23848324	2	15289
23848324	24860403	1	15289
24860403	29262762	2	15289
29262762	30083131	1	15289
30083131	31204811	2	15289
31204811	33835214	1	15289
33835214	34097557	2	15289
34097557	34480480	1	15289
34480480	35363405	2	15289
35363405	38022700	1	15289
38022700	38957286	2	15289
38957286	42406083	1	15289
42406083	43768511	2	15289
43768511	44479774	1	15289
44479774	46079244	2	15289
46079244	47728619	1	15289
47728619	50430205	2	15289
50430205	51128027	1	15289
51128027	52243585	2	15289
52243585	55024378	1	15289
55024378	55142152	2	15289
55142152	56397145	1	15289
56397145	56841983	2	15289
56841983	59464021	1	15289
59464021	59508087	2	15289
59508087	60763667	1	15289
60763667	63357193	2	15289
63357193	63966084	1	15289
63966084	64991323	2	15289
64991323	68895485	1	15289
68895485	69941333	2	15289
69941333	70867838	1	15289
70867838	74022632	2	15289
74022632	77508066	1	15289
77508066	77783278	2	15289
77783278	78400648	1	15289
78400648	79399672	2	15289
79399672	80122631	1	15289
80122631	80751783	2	15289
80751783	82318394	1	15289
82318394	82830836	2	15289
82830836	83235489	1	15289
83235489	83408109	2	15289
83408109	85330705	1	15289
85330705	88479506	2	15289
88479506	90653389	1	15289
90653389	94395849	2	15289
94395849	95963062	1	15289
95963062	98406936	2	15289
98406936	100000001	1	15289
0	3963644	1	5428
3963644	7452879	2	5428
7452879	9445546	1	5428
9445546	11283244	2	5428
11283244	11649611	1	5428
11649611	15178115	2	5428
15178115	19286009	1	5428
19286009	21300821	2	5428
21300821	22578350	1	5428
22578350	24771981	2	5428
24771981	26702126	1	5428
26702126	27136234	2	5428
27136234	27587879	1	5428
27587879	28275380	2	5428
28275380	31312615	1	5428
31312615	31449345	2	5428
31449345	34352756	1	5428
34352756	37160351	2	5428
37160351	37846017	1	5428
37846017	38596083	2	5428
38596083	39300184	1	5428
39300184	42638045	2	5428
42638045	42710430	1	5428
42710430	48905618	2	5428
48905618	51404717	1	5428
51404717	55945541	2	5428
55945541	56501153	1	5428
56501153	56609548	2	5428
56609548	56992940	1	5428
56992940	59693195	2	5428
59693195	64839298	1	5428
64839298	67555160	2	5428
67555160	68830669	1	5428
68830669	69142921	2	5428
69142921	69220247	1	5428
69220247	70175465	2	5428
70175465	72528315	1	5428
72528315	78920669	2	5428
78920669	80459713	1	5428
80459713	81047801	2	5428
81047801	82166252	1	5428
82166252	85071491	2	5428
85071491	86983475	1	5428
86983475	95849362	2	5428
95849362	96373953	1	5428
96373953	98369162	2	5428
98369162	98828847	1	5428
98828847	100000001	2	5428
0	8205715	1	9287
8205715	10717352	2	9287
10717352	16477262	1	9287
16477262	16550471	2	9287
16550471	22632198	1	9287
22632198	22940018	2	9287
22940018	26463220	1	9287
26463220	28367972	2	9287
28367972	39162829	1	9287
39162829	40031146	2	9287
40031146	40976891	1	9287
40976891	41129724	2	9287
41129724	43635273	1	9287
43635273	44341529	2	9287
44341529	44874689	1	9287
44874689	47210260	2	9287
47210260	54916509	1	9287
54916509	55005897	2	9287
55005897	56465301	1	9287
56465301	57974693	2	9287
57974693	62698155	1	9287
62698155	69180992	2	9287
69180992	70150396	1	9287
70150396	75655280	2	9287
75655280	79874885	1	9287
79874885	82806264	2	9287
82806264	84639015	1	9287
84639015	88207028	2	9287
88207028	92613699	1	9287
92613699	95490227	2	9287
95490227	97015117	1	9287
97015117	97568388	2	9287
97568388	98555567	1	9287
98555567	100000001	2	9287
0	1351915	1	2950
1351915	3246362	2	2950
3246362	3946086	1	2950
3946086	7399392	2	2950
7399392	10523266	1	2950
10523266	10861946	2	2950
10861946	13417699	1	2950
13417699	15758020	2	2950
15758020	17551083	1	2950
17551083	20791221	2	2950
20791221	25144536	1	2950
25144536	26031832	2	2950
26031832	27041584	1	2950
27041584	29572979	2	2950
29572979	31575292	1	2950
31575292	37134194	2	2950
37134194	37830360	1	2950
37830360	42288542	2	2950
42288542	42896663	1	2950
42896663	44014293	2	2950
44014293	44033759	1	2950
44033759	45601957	2	2950
45601957	49633472	1	2950
49633472	49685554	2	2950
49685554	56042351	1	2950
56042351	61015923	2	2950
61015923	65664425	1	2950
65664425	68109255	2	2950
68109255	75952852	1	2950
75952852	77972249	2	2950
77972249	80554599	1	2950
80554599	84245901	2	2950
84245901	88914724	1	2950
88914724	89553045	2	2950
89553045	89831690	1	2950
89831690	91072140	2	2950
91072140	92944473	1	2950
92944473	94241175	2	2950
94241175	94374241	1	2950
94374241	94943733	2	2950
94943733	96876477	1	2950
96876477	99619754	2	2950
99619754	99802394	1	2950
99802394	100000001	2	2950
0	607127	2	18391
607127	2097447	1	18391
2097447	2788815	2	18391
2788815	4027919	1	18391
4027919	5364932	2	18391
5364932	6953926	1	18391
6953926	7032972	2	18391
7032972	8119913	1	18391
8119913	10649602	2	18391
10649602	11052749	1	18391
11052749	12389287	2	18391
12389287	12796339	1	18391
12796339	14393470	2	18391
14393470	16249476	1	18391
16249476	21713215	2	18391
21713215	21750654	1	18391
21750654	21873423	2	18391
21873423	25436244	1	18391
25436244	26494965	2	18391
26494965	28922072	1	18391
28922072	30143894	2	18391
30143894	36747753	1	18391
36747753	42593383	2	18391
42593383	42918347	1	18391
42918347	44688402	2	18391
44688402	45602254	1	18391
45602254	47352445	2	18391
47352445	48079070	1	18391
48079070	48436938	2	18391
48436938	48533903	1	18391
48533903	49524935	2	18391
49524935	52037538	1	18391
52037538	57034657	2	18391
57034657	64215925	1	18391
64215925	66264921	2	18391
66264921	67225629	1	18391
67225629	69365377	2	18391
69365377	70356434	1	18391
70356434	73932688	2	18391
73932688	74330133	1	18391
74330133	75040461	2	18391
75040461	77908052	1	18391
77908052	77982611	2	18391
77982611	78683124	1	18391
78683124	81108427	2	18391
81108427	82214062	1	18391
82214062	83621826	2	18391
83621826	86051900	1	18391
86051900	86520037	2	18391
86520037	86727329	1	18391
86727329	86996244	2	18391
86996244	88229636	1	18391
88229636	91684991	2	18391
91684991	92235624	1	18391
92235624	93221918	2	18391
93221918	95557201	1	18391
95557201	96079662	2	18391
96079662	96667401	1	18391
96667401	97036471	2	18391
97036471	98563259	1	18391
98563259	100000001	2	18391
0	5292407	2	3609
5292407	6341422	1	3609
6341422	6496761	2	3609
6496761	8103516	1	3609
8103516	8136589	2	3609
8136589	8700788	1	3609
8700788	10233055	2	3609
10233055	11228501	1	3609
11228501	12689441	2	3609
12689441	14225091	1	3609
14225091	14655707	2	3609
14655707	16990032	1	3609
16990032	19003471	2	3609
19003471	22631565	1	3609
22631565	28476963	2	3609
28476963	30318588	1	3609
30318588	33935216	2	3609
33935216	34870007	1	3609
34870007	34919787	2	3609
34919787	35897083	1	3609
35897083	36794105	2	3609
36794105	36857372	1	3609
36857372	37676203	2	3609
37676203	38179760	1	3609
38179760	40959488	2	3609
40959488	41098991	1	3609
41098991	41206392	2	3609
41206392	41519605	1	3609
41519605	42179556	2	3609
42179556	44742089	1	3609
44742089	47525349	2	3609
47525349	47675277	1	3609
47675277	48369833	2	3609
48369833	50870055	1	3609
50870055	52304630	2	3609
52304630	53242261	1	3609
53242261	56699640	2	3609
56699640	60693805	1	3609
60693805	65792179	2	3609
65792179	68156782	1	3609
68156782	70175465	2	3609
70175465	71579067	1	3609
71579067	72549897	2	3609
72549897	74383244	1	3609
74383244	77419813	2	3609
77419813	77579799	1	3609
77579799	77593043	2	3609
77593043	78909143	1	3609
78909143	83047892	2	3609
83047892	84965270	1	3609
84965270	85370769	2	3609
85370769	86923645	1	3609
86923645	87066891	2	3609
87066891	88836569	1	3609
88836569	93670004	2	3609
93670004	94874847	1	3609
94874847	95778106	2	3609
95778106	95954943	1	3609
95954943	99897706	2	3609
99897706	100000001	1	3609
0	5461975	2	2598
5461975	5923928	1	2598
5923928	8774256	2	2598
8774256	19682470	1	2598
19682470	20658111	2	2598
20658111	20921237	1	2598
20921237	21789545	2	2598
21789545	24769775	1	2598
24769775	28007817	2	2598
28007817	28879008	1	2598
28879008	29153325	2	2598
29153325	31253545	1	2598
31253545	31734812	2	2598
31734812	33557062	1	2598
33557062	33964162	2	2598
33964162	34303048	1	2598
34303048	34725179	2	2598
34725179	37830360	1	2598
37830360	40351488	2	2598
40351488	40795783	1	2598
40795783	44713820	2	2598
44713820	49291961	1	2598
49291961	49951449	2	2598
49951449	51536413	1	2598
51536413	51598694	2	2598
51598694	51603411	1	2598
51603411	55694214	2	2598
55694214	56335594	1	2598
56335594	57799293	2	2598
57799293	59201274	1	2598
59201274	59273901	2	2598
59273901	60492809	1	2598
60492809	63542281	2	2598
63542281	64084417	1	2598
64084417	72516966	2	2598
72516966	72748754	1	2598
72748754	78025388	2	2598
78025388	78901920	1	2598
78901920	82835967	2	2598
82835967	83616470	1	2598
83616470	85810362	2	2598
85810362	89111419	1	2598
89111419	89277367	2	2598
89277367	91974815	1	2598
91974815	100000001	2	2598
0	1755526	2	2991
1755526	2044757	1	2991
2044757	2689025	2	2991
2689025	4840896	1	2991
4840896	6207340	2	2991
6207340	8845065	1	2991
8845065	9653268	2	2991
9653268	12364658	1	2991
12364658	13370879	2	2991
13370879	13582234	1	2991
13582234	16157789	2	2991
16157789	17020893	1	2991
17020893	20323937	2	2991
20323937	22323518	1	2991
22323518	23414349	2	2991
23414349	24390224	1	2991
24390224	26882411	2	2991
26882411	27192409	1	2991
27192409	29323152	2	2991
29323152	30005777	1	2991
30005777	30693326	2	2991
30693326	32073936	1	2991
32073936	34890662	2	2991
34890662	35004785	1	2991
35004785	35503796	2	2991
35503796	36615703	1	2991
36615703	40856319	2	2991
40856319	45067863	1	2991
45067863	45350832	2	2991
45350832	46074479	1	2991
46074479	46079244	2	2991
46079244	48020284	1	2991
48020284	48040415	2	2991
48040415	48472233	1	2991
48472233	54312762	2	2991
54312762	54921456	1	2991
54921456	55779718	2	2991
55779718	56179758	1	2991
56179758	58216362	2	2991
58216362	60023841	1	2991
60023841	60379477	2	2991
60379477	62244523	1	2991
62244523	63742285	2	2991
63742285	64629500	1	2991
64629500	66398947	2	2991
66398947	68518931	1	2991
68518931	72541670	2	2991
72541670	73297890	1	2991
73297890	76733092	2	2991
76733092	77040725	1	2991
77040725	79773968	2	2991
79773968	84510280	1	2991
84510280	85641058	2	2991
85641058	85722167	1	2991
85722167	86756313	2	2991
86756313	87656755	1	2991
87656755	88016943	2	2991
88016943	88075459	1	2991
88075459	88533636	2	2991
88533636	92393883	1	2991
92393883	93037443	2	2991
93037443	94896366	1	2991
94896366	97487182	2	2991
97487182	97567190	1	2991
97567190	97833582	2	2991
97833582	100000001	1	2991
0	715366	1	12554
715366	3660859	2	12554
3660859	8125904	1	12554
8125904	8367622	2	12554
8367622	8937191	1	12554
8937191	10117221	2	12554
10117221	11010608	1	12554
11010608	11136258	2	12554
11136258	11215553	1	12554
11215553	13543298	2	12554
13543298	13901991	1	12554
13901991	14222849	2	12554
14222849	17200070	1	12554
17200070	18902873	2	12554
18902873	21339160	1	12554
21339160	23848324	2	12554
23848324	24111498	1	12554
24111498	25988548	2	12554
25988548	29845207	1	12554
29845207	30844022	2	12554
30844022	31023808	1	12554
31023808	32963338	2	12554
32963338	34740819	1	12554
34740819	35891587	2	12554
35891587	37306159	1	12554
37306159	44439199	2	12554
44439199	50002557	1	12554
50002557	54175773	2	12554
54175773	57969014	1	12554
57969014	60473134	2	12554
60473134	62098214	1	12554
62098214	62702723	2	12554
62702723	66599887	1	12554
66599887	68566703	2	12554
68566703	68660750	1	12554
68660750	70572988	2	12554
70572988	71905978	1	12554
71905978	74609569	2	12554
74609569	75319826	1	12554
75319826	79977058	2	12554
79977058	82605772	1	12554
82605772	85643664	2	12554
85643664	87013078	1	12554
87013078	88141960	2	12554
88141960	90662112	1	12554
90662112	94714354	2	12554
94714354	95484730	1	12554
95484730	100000001	2	12554
0	1877868	1	12068
1877868	1915873	2	12068
1915873	5628517	1	12068
5628517	11314878	2	12068
11314878	17673096	1	12068
17673096	19097338	2	12068
19097338	20576720	1	12068
20576720	20780671	2	12068
20780671	22672801	1	12068
22672801	26254431	2	12068
26254431	34045208	1	12068
34045208	34560201	2	12068
34560201	39135983	1	12068
39135983	43879321	2	12068
43879321	47696052	1	12068
47696052	51999256	2	12068
51999256	54247185	1	12068
54247185	54941705	2	12068
54941705	55311566	1	12068
55311566	59653884	2	12068
59653884	59967468	1	12068
59967468	60901854	2	12068
60901854	64553955	1	12068
64553955	65040408	2	12068
65040408	65740491	1	12068
65740491	66618086	2	12068
66618086	67337712	1	12068
67337712	70289297	2	12068
70289297	71325505	1	12068
71325505	76825170	2	12068
76825170	83179768	1	12068
83179768	84569912	2	12068
84569912	86043648	1	12068
86043648	86992787	2	12068
86992787	87529886	1	12068
87529886	88999938	2	12068
88999938	90002290	1	12068
90002290	90077841	2	12068
90077841	92149140	1	12068
92149140	92395986	2	12068
92395986	94515264	1	12068
94515264	97600744	2	12068
97600744	100000001	1	12068
0	333523	2	7615
333523	937146	1	7615
937146	1138430	2	7615
1138430	6404709	1	7615
6404709	6654207	2	7615
6654207	7082935	1	7615
7082935	13381891	2	7615
13381891	15567090	1	7615
15567090	15840674	2	7615
15840674	19310583	1	7615
19310583	21102330	2	7615
21102330	21458045	1	7615
21458045	26315411	2	7615
26315411	31484767	1	7615
31484767	33093041	2	7615
33093041	33111304	1	7615
33111304	34741732	2	7615
34741732	38306731	1	7615
38306731	40378434	2	7615
40378434	41533610	1	7615
41533610	42132770	2	7615
42132770	42317842	1	7615
42317842	43263689	2	7615
43263689	43662792	1	7615
43662792	46420753	2	7615
46420753	47436457	1	7615
47436457	50167569	2	7615
50167569	53124680	1	7615
53124680	53361502	2	7615
53361502	53512923	1	7615
53512923	56069818	2	7615
56069818	56771263	1	7615
56771263	64469852	2	7615
64469852	76314012	1	7615
76314012	76349503	2	7615
76349503	77450422	1	7615
77450422	80220018	2	7615
80220018	80663212	1	7615
80663212	80774070	2	7615
80774070	82535210	1	7615
82535210	84027988	2	7615
84027988	86955790	1	7615
86955790	87902619	2	7615
87902619	89642059	1	7615
89642059	92631530	2	7615
92631530	95894183	1	7615
95894183	96236506	2	7615
96236506	100000001	1	7615
0	82952	2	16933
82952	4398321	1	16933
4398321	6776994	2	16933
6776994	7159518	1	16933
7159518	10024652	2	16933
10024652	10669392	1	16933
10669392	10770171	2	16933
10770171	12316565	1	16933
12316565	14592854	2	16933
14592854	18142288	1	16933
18142288	19214584	2	16933
19214584	22076907	1	16933
22076907	22960597	2	16933
22960597	23342129	1	16933
23342129	23848324	2	16933
23848324	24860403	1	16933
24860403	29262762	2	16933
29262762	30384463	1	16933
30384463	31933084	2	16933
31933084	38694924	1	16933
38694924	40825341	2	16933
40825341	41964833	1	16933
41964833	43235913	2	16933
43235913	44106523	1	16933
44106523	45909029	2	16933
45909029	50716320	1	16933
50716320	53189944	2	16933
53189944	54183630	1	16933
54183630	57168241	2	16933
57168241	57751274	1	16933
57751274	58948889	2	16933
58948889	59063909	1	16933
59063909	62401318	2	16933
62401318	62797957	1	16933
62797957	63368367	2	16933
63368367	64743708	1	16933
64743708	68965807	2	16933
68965807	71809672	1	16933
71809672	72055072	2	16933
72055072	79329723	1	16933
79329723	79971222	2	16933
79971222	81922086	1	16933
81922086	81935562	2	16933
81935562	82046948	1	16933
82046948	84014079	2	16933
84014079	84546178	1	16933
84546178	87218709	2	16933
87218709	87933829	1	16933
87933829	88512529	2	16933
88512529	90419790	1	16933
90419790	90732351	2	16933
90732351	94518570	1	16933
94518570	97824135	2	16933
97824135	97996182	1	16933
97996182	100000001	2	16933
0	757758	1	16849
757758	971838	2	16849
971838	6450967	1	16849
6450967	9287980	2	16849
9287980	9744510	1	16849
9744510	10431048	2	16849
10431048	10798508	1	16849
10798508	11283244	2	16849
11283244	11740710	1	16849
11740710	15865528	2	16849
15865528	16439697	1	16849
16439697	17814649	2	16849
17814649	18490128	1	16849
18490128	20323937	2	16849
20323937	21283225	1	16849
21283225	21319089	2	16849
21319089	25090360	1	16849
25090360	27377913	2	16849
27377913	35897083	1	16849
35897083	36687372	2	16849
36687372	37669966	1	16849
37669966	37935162	2	16849
37935162	39887409	1	16849
39887409	44207251	2	16849
44207251	45317052	1	16849
45317052	47070919	2	16849
47070919	49589483	1	16849
49589483	50230278	2	16849
50230278	51122140	1	16849
51122140	51553140	2	16849
51553140	53778345	1	16849
53778345	54698011	2	16849
54698011	54793285	1	16849
54793285	55246615	2	16849
55246615	62301204	1	16849
62301204	62372925	2	16849
62372925	67454098	1	16849
67454098	70334341	2	16849
70334341	74917149	1	16849
74917149	75040461	2	16849
75040461	77908052	1	16849
77908052	87536387	2	16849
87536387	88374281	1	16849
88374281	89557448	2	16849
89557448	100000001	1	16849
0	726878	2	17818
726878	3328297	1	17818
3328297	9435728	2	17818
9435728	9654844	1	17818
9654844	11486774	2	17818
11486774	12801236	1	17818
12801236	13401285	2	17818
13401285	15450282	1	17818
15450282	15906855	2	17818
15906855	18804956	1	17818
18804956	20431360	2	17818
20431360	21548440	1	17818
21548440	28822156	2	17818
28822156	29684466	1	17818
29684466	29785681	2	17818
29785681	38678940	1	17818
38678940	40651694	2	17818
40651694	43834565	1	17818
43834565	45703056	2	17818
45703056	45764183	1	17818
45764183	47026426	2	17818
47026426	47152519	1	17818
47152519	50222573	2	17818
50222573	50510183	1	17818
50510183	50710466	2	17818
50710466	52315243	1	17818
52315243	54625544	2	17818
54625544	54971606	1	17818
54971606	55408899	2	17818
55408899	55532245	1	17818
55532245	57341027	2	17818
57341027	59832651	1	17818
59832651	61190384	2	17818
61190384	61777881	1	17818
61777881	62120105	2	17818
62120105	63383473	1	17818
63383473	66902133	2	17818
66902133	75501977	1	17818
75501977	76883417	2	17818
76883417	78816140	1	17818
78816140	86646891	2	17818
86646891	89729221	1	17818
89729221	91684991	2	17818
91684991	92026445	1	17818
92026445	97126170	2	17818
97126170	97789485	1	17818
97789485	100000001	2	17818
0	726878	2	13758
726878	3328297	1	13758
3328297	5739582	2	13758
5739582	6160415	1	13758
6160415	9578795	2	13758
9578795	9979834	1	13758
9979834	10437426	2	13758
10437426	15360643	1	13758
15360643	16251993	2	13758
16251993	23486415	1	13758
23486415	24948475	2	13758
24948475	26091546	1	13758
26091546	27136234	2	13758
27136234	27301656	1	13758
27301656	27576107	2	13758
27576107	34727989	1	13758
34727989	34975040	2	13758
34975040	35175399	1	13758
35175399	35975052	2	13758
35975052	38166359	1	13758
38166359	39015743	2	13758
39015743	39592614	1	13758
39592614	40820687	2	13758
40820687	42407742	1	13758
42407742	50393311	2	13758
50393311	50881706	1	13758
50881706	51223699	2	13758
51223699	57211402	1	13758
57211402	58505386	2	13758
58505386	60325890	1	13758
60325890	60601219	2	13758
60601219	63278407	1	13758
63278407	66878802	2	13758
66878802	69497174	1	13758
69497174	70547178	2	13758
70547178	71233731	1	13758
71233731	73474615	2	13758
73474615	75351639	1	13758
75351639	77285538	2	13758
77285538	77480189	1	13758
77480189	78274249	2	13758
78274249	80057820	1	13758
80057820	80645062	2	13758
80645062	83152174	1	13758
83152174	84034176	2	13758
84034176	84353563	1	13758
84353563	86037141	2	13758
86037141	86604172	1	13758
86604172	87762912	2	13758
87762912	88877804	1	13758
88877804	90772168	2	13758
90772168	91598385	1	13758
91598385	91924001	2	13758
91924001	93008607	1	13758
93008607	96446494	2	13758
96446494	96837779	1	13758
96837779	99332039	2	13758
99332039	100000001	1	13758
0	2689769	2	1260
2689769	2712856	1	1260
2712856	5715222	2	1260
5715222	6915054	1	1260
6915054	8677029	2	1260
8677029	9766748	1	1260
9766748	10843687	2	1260
10843687	11098125	1	1260
11098125	11928075	2	1260
11928075	12828086	1	1260
12828086	13004470	2	1260
13004470	14257543	1	1260
14257543	15731913	2	1260
15731913	19379052	1	1260
19379052	23196182	2	1260
23196182	23345582	1	1260
23345582	23521331	2	1260
23521331	25717959	1	1260
25717959	28338733	2	1260
28338733	28965716	1	1260
28965716	29066142	2	1260
29066142	30704501	1	1260
30704501	30786390	2	1260
30786390	32554423	1	1260
32554423	38835947	2	1260
38835947	46638055	1	1260
46638055	49822529	2	1260
49822529	50592864	1	1260
50592864	51248716	2	1260
51248716	51575898	1	1260
51575898	52770748	2	1260
52770748	56985674	1	1260
56985674	57309458	2	1260
57309458	58251392	1	1260
58251392	66558498	2	1260
66558498	66858735	1	1260
66858735	71736746	2	1260
71736746	73337075	1	1260
73337075	75763124	2	1260
75763124	77799850	1	1260
77799850	78437732	2	1260
78437732	79205484	1	1260
79205484	82715131	2	1260
82715131	84020701	1	1260
84020701	84072445	2	1260
84072445	84217594	1	1260
84217594	85390882	2	1260
85390882	86856521	1	1260
86856521	93676960	2	1260
93676960	98174692	1	1260
98174692	100000001	2	1260
0	2887851	2	4540
2887851	7991578	1	4540
7991578	8232781	2	4540
8232781	8485559	1	4540
8485559	17100354	2	4540
17100354	19143436	1	4540
19143436	20692573	2	4540
20692573	23622793	1	4540
23622793	23915899	2	4540
23915899	25594867	1	4540
25594867	26470291	2	4540
26470291	27486486	1	4540
27486486	28834897	2	4540
28834897	35401366	1	4540
35401366	35527356	2	4540
35527356	37529093	1	4540
37529093	38464627	2	4540
38464627	47509179	1	4540
47509179	52243745	2	4540
52243745	52568082	1	4540
52568082	54973856	2	4540
54973856	60316743	1	4540
60316743	66203690	2	4540
66203690	66907071	1	4540
66907071	67898068	2	4540
67898068	68148335	1	4540
68148335	68725750	2	4540
68725750	69163294	1	4540
69163294	70135153	2	4540
70135153	70462961	1	4540
70462961	70494199	2	4540
70494199	70847763	1	4540
70847763	71878585	2	4540
71878585	74750005	1	4540
74750005	75680893	2	4540
75680893	76652804	1	4540
76652804	78496205	2	4540
78496205	78647180	1	4540
78647180	79898496	2	4540
79898496	83789688	1	4540
83789688	84180313	2	4540
84180313	87282910	1	4540
87282910	88150843	2	4540
88150843	88192726	1	4540
88192726	88886163	2	4540
88886163	91140487	1	4540
91140487	91791584	2	4540
91791584	100000001	1	4540
0	458167	2	8806
458167	937146	1	8806
937146	1138430	2	8806
1138430	2302543	1	8806
2302543	4364493	2	8806
4364493	4483611	1	8806
4483611	5111170	2	8806
5111170	10851334	1	8806
10851334	11280326	2	8806
11280326	16102963	1	8806
16102963	18679471	2	8806
18679471	24065566	1	8806
24065566	25176983	2	8806
25176983	25987645	1	8806
25987645	30222559	2	8806
30222559	30716668	1	8806
30716668	32596716	2	8806
32596716	34853782	1	8806
34853782	36702119	2	8806
36702119	37830360	1	8806
37830360	42288542	2	8806
42288542	42896663	1	8806
42896663	44014293	2	8806
44014293	44033759	1	8806
44033759	45601957	2	8806
45601957	49633472	1	8806
49633472	49685554	2	8806
49685554	56042351	1	8806
56042351	59126876	2	8806
59126876	59783242	1	8806
59783242	60519713	2	8806
60519713	66873840	1	8806
66873840	70920673	2	8806
70920673	72605642	1	8806
72605642	79668415	2	8806
79668415	83541106	1	8806
83541106	90583818	2	8806
90583818	91734209	1	8806
91734209	93056169	2	8806
93056169	94087193	1	8806
94087193	94267428	2	8806
94267428	94534144	1	8806
94534144	95104666	2	8806
95104666	97058818	1	8806
97058818	99750624	2	8806
99750624	100000001	1	8806
0	248514	2	5770
248514	1373498	1	5770
1373498	1536238	2	5770
1536238	1616397	1	5770
1616397	7142773	2	5770
7142773	7186174	1	5770
7186174	7548558	2	5770
7548558	11160560	1	5770
11160560	11629609	2	5770
11629609	12206396	1	5770
12206396	13397749	2	5770
13397749	14731745	1	5770
14731745	16644715	2	5770
16644715	16679607	1	5770
16679607	18420716	2	5770
18420716	19428670	1	5770
19428670	19655323	2	5770
19655323	26544894	1	5770
26544894	27131214	2	5770
27131214	28480558	1	5770
28480558	29729258	2	5770
29729258	31533359	1	5770
31533359	34071218	2	5770
34071218	34440629	1	5770
34440629	35218806	2	5770
35218806	36827630	1	5770
36827630	38133768	2	5770
38133768	38538124	1	5770
38538124	38797545	2	5770
38797545	39306100	1	5770
39306100	41086177	2	5770
41086177	43434389	1	5770
43434389	43888427	2	5770
43888427	44215597	1	5770
44215597	45020596	2	5770
45020596	51285844	1	5770
51285844	55955837	2	5770
55955837	56270468	1	5770
56270468	56407736	2	5770
56407736	57996772	1	5770
57996772	61463402	2	5770
61463402	62797957	1	5770
62797957	63368367	2	5770
63368367	64907539	1	5770
64907539	66655740	2	5770
66655740	66762303	1	5770
66762303	69097569	2	5770
69097569	69534184	1	5770
69534184	71116555	2	5770
71116555	73925079	1	5770
73925079	77297701	2	5770
77297701	79329064	1	5770
79329064	80023768	2	5770
80023768	81475618	1	5770
81475618	85478796	2	5770
85478796	85704943	1	5770
85704943	87030416	2	5770
87030416	91031149	1	5770
91031149	93087587	2	5770
93087587	94602565	1	5770
94602565	96827075	2	5770
96827075	98490582	1	5770
98490582	98556520	2	5770
98556520	100000001	1	5770
0	1316380	2	12207
1316380	2364163	1	12207
2364163	3650106	2	12207
3650106	5486598	1	12207
5486598	8099823	2	12207
8099823	9217676	1	12207
9217676	10257321	2	12207
10257321	13082348	1	12207
13082348	14469382	2	12207
14469382	16046806	1	12207
16046806	17935299	2	12207
17935299	22475134	1	12207
22475134	24637151	2	12207
24637151	24715713	1	12207
24715713	28338733	2	12207
28338733	31870898	1	12207
31870898	31898132	2	12207
31898132	33111304	1	12207
33111304	34741732	2	12207
34741732	37934765	1	12207
37934765	38281278	2	12207
38281278	39925813	1	12207
39925813	45264486	2	12207
45264486	45740859	1	12207
45740859	49801843	2	12207
49801843	54384408	1	12207
54384408	55030529	2	12207
55030529	55768078	1	12207
55768078	59495310	2	12207
59495310	63907119	1	12207
63907119	64461480	2	12207
64461480	69903273	1	12207
69903273	70289297	2	12207
70289297	70324323	1	12207
70324323	72529042	2	12207
72529042	73968459	1	12207
73968459	77353881	2	12207
77353881	77628087	1	12207
77628087	79070023	2	12207
79070023	79302599	1	12207
79302599	80419114	2	12207
80419114	80428394	1	12207
80428394	84625787	2	12207
84625787	85033115	1	12207
85033115	88290475	2	12207
